title,price,OS,SSD,Display,In_build_sw,warranty,id_laptop,RAM_GB,RAM_Type,Proc_Manufacturer,Proc_Series,Proc_Generation,Proc_Cores
ASUS Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM732WS Laptop,104990,Windows 11 Operating System,512,35.56 cm (14 inch) Display,,1 Year,650,16,DDR5,Intel,Core i7,12.0,
ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Lapt...,69990,Windows 11 Operating System,512,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home and Student 2021,1 Year Onsite Warranty,651,8,DDR4,Intel,Core i5,11.0,
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook,41990,64 bit Windows 10 Operating System,256,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,652,8,DDR4,AMD,Ryzen 5,,4.0
DELL Vostro Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Lap...,50852,64 bit Windows 11 Operating System,256,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Hardware Service,653,8,DDR4,AMD,Ryzen 3,,4.0
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX ...,149990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,654,16,DDR5,Intel,Core i7,12.0,
ASUS Zenbook 14 (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX425EA-KI501TS Thin and L...,75990,Windows 10 Operating System,512,35.56 cm (14 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,655,8,DDR4,Intel,Core i5,11.0,
ASUS TUF GAMING A15 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,65990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,"Windows 11, 1 Year McAfee",1 Year Onsite Warranty,656,8,DDR4,AMD,Ryzen 5,,6.0
ASUS Vivobook 15 Ryzen 3 Dual Core AMD Ryzen™ 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ332...,34990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",1 Year On site Manufacturing warranty,657,8,DDR4,AMD,Ryzen 3,,2.0
ASUS ASUS TUF Dash Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,88990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year",1 Year Onsite Warranty,658,16,DDR4,Intel,Core i5,11.0,
ASUS Ryzen 5 Dual Core 5th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,61990,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Manufacturer Warranty,659,8,DDR4,AMD,Ryzen 5,5.0,2.0
DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) D560774WIN9S 2 in 1 Laptop,64490,Windows 11 Operating System,512,35.56 cm (14 inch) Touchscreen Display,,12 MONTHS,660,8,DDR5,Intel,Core i3,12.0,
Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,86000,64 bit Windows 10 Operating System,512,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,661,8,DDR4,Intel,Core i7,8.0,
SAMSUNG Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop,72990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,662,16,DDR4,Intel,Core i7,12.0,
HP Pavilion Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light La...,61990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,665,16,DDR4,AMD,Ryzen 5,,6.0
MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,62990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"PCI-e SSD (NVMe) ready,Cooler Boost,Matrix Display (Extend),Hi-Res Audio,Nahimic 3,144Hz Panel,Thin Bezel",2 Year On-Site Warranty,666,8,DDR4,Intel,Core i5,11.0,
ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop,30490,64 bit Windows 11 Operating System,128,29.46 cm (11.6 Inch) Touchscreen Display,,1 Year Onsite Warranty,667,4,DDR4,Intel,Celeron,,2.0
ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Laptop,57359,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",1 Year international Warranty,668,8,DDR4,Intel,Core i5,12.0,
HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Laptop,38999,64 bit Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,Office Home and Student 2019 included,1 Year Onsite Warranty,669,8,DDR4,AMD,Ryzen 3,,2.0
Lenovo Ideapad 720S Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,74990,64 bit Windows 10 Operating System,512,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2016, Lenovo App Explorer, Lenovo Companion 3.0",1 Year Onsite Warranty,670,8,DDR4,Intel,Core i5,8.0,
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5420 Thin and Light Lapto...,91958,Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Onsite Hardware Service,671,16,DDR4,Intel,Core i5,12.0,
acer Nitro 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,63999,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, NitroSense",1 Year International Travelers Warranty (ITW),672,8,DDR4,Intel,Core i5,11.0,
ASUS Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 10 Home) UM325SA-KG701TS Thin and Light Laptop,79990,64 bit Windows 10 Operating System,1024,33.78 cm (13.3 inch) Display,"Microsoft Office Home and Student 2019, AppDeals, System Diagnosis, Splendid, Link to MyASUS",1 Year Onsite Warranty,673,16,DDR4,AMD,Ryzen 7,,8.0
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop,61000,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,674,8,DDR4,Intel,Core i5,12.0,
HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,136590,64 bit Windows 10 Operating System,256,33.78 cm (13.3 inch) Touchscreen Display,"HP Support Assistant, HP JumpStart, HP Audio Switch, HP Connection Optimizer, Microsoft Office Home and Student 2016",1 Year Onsite Warranty,675,8,DDR4,Intel,Core i5,8.0,
DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,209990,64 bit Windows 11 Operating System,1024,35.56 cm (14 Inch) Display,,1 Year Onsite Premium Support Plus (Includes ADP),676,32,DDR5,Intel,Core i7,12.0,
HP Pavilion x360 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0137TU Thin and Light Lapto...,59990,Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,677,8,DDR4,Intel,Core i3,12.0,
Lenovo IdeaPad Gaming 3i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NV...,75090,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,678,8,DDR4,Intel,Core i5,10.0,
DELL Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,36990,64 bit Windows 11 Operating System,256,35.56 cm (14 Inch) Display,,1 Year Onsite Hardware Service,680,8,DDR4,AMD,Ryzen 5,,4.0
ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,73990,64 bit Windows 10 Operating System,512,43.94 cm (17.3 inch) Display,,1 Year Onsite Warranty,681,8,DDR4,Intel,Core i5,10.0,
Lenovo IdeaPad 1 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) 11IGL05 Thin and Light Laptop,25490,64 bit Windows 11 Operating System,256,29.46 cm (11.6 Inch) Display,Office Home and Student 2021,1 Year Onsite�Warranty,682,4,DDR4,Intel,Celeron,,2.0
ASUS Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK311WS Laptop,40990,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,684,8,DDR4,Intel,Core i3,12.0,
LG Gram Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14Z90Q Thin and Light Laptop,92642,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,"Onsite 3 year warranty - 1st year internationally cover-up, rest 2 year India",685,8,DDR5,Intel,Core i5,12.0,
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,164990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,181,16,DDR5,AMD,Ryzen 9,,8.0
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,162990,64 bit Windows 10 Operating System,512,33.78 cm (13.3 inch) Touchscreen Display,"HP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows",1 Year Onsite Warranty,686,16,DDR4,Intel,Core i7,10.0,
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,71990,64 bit Windows 10 Operating System,512,35.56 cm (14 inches) Display,,1 Year Onsite Warranty,687,8,DDR4,Intel,Core i5,11.0,
MSI WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,159990,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,"True Color 2.0, Nahimic 3, Creator Center",3 Years Carry In Warranty,689,16,DDR4,Intel,Core i7,10.0,
Lenovo Intel Core i7 12th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 T...,149990,Windows 11 Operating System,1024,40.64 cm (16 Inch) Display,,3 Years Onsite Warranty,690,8,DDR5,Intel,Core i7,12.0,
ASUS Zenbook S 13 OLED Ryzen 7 Octa Core 6800U - (16 GB/1 TB SSD/Windows 11 Home) UM5302TA-LX702WS Thi...,130999,Windows 11 Operating System,1024,33.78 cm (13.3 Inch) Touchscreen Display,,1 Year Onsite Warranty,691,16,DDR5,AMD,Ryzen 7,,8.0
HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 1...,68200,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,692,8,DDR4,Intel,Core i5,12.0,
HP Ryzen 3 Quad Core 5th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-eq2146AU Laptop,40490,Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,,1 YEAR,693,8,DDR4,AMD,Ryzen 3,5.0,4.0
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,73990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Warranty Term,694,8,DDR4,AMD,Ryzen 5,,6.0
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,34990,64 bit Windows 11 Operating System,256,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,93,8,DDR4,Intel,Core i3,11.0,
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX...,121677,64 bit Windows 11 Operating System,512,40.89 cm (16.1 Inch) Display,,1 Year Onsite Warranty,695,16,DDR4,AMD,Ryzen 7,,8.0
HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 250 G8 Laptop,41990,Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 YEAR,696,8,DDR4,Intel,Core i3,11.0,
HP 15-ec1105AX Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,59890,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",1 Year Onsite Warranty,698,8,DDR4,AMD,Ryzen 5,,6.0
ASUS Zenbook 14X (2022) Space Edition Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN...,116990,Windows 11 Operating System,1024,35.56 cm (14 inch) Touchscreen Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,699,16,DDR5,Intel,Core i7,12.0,
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 16 2-in-1 2 in 1 Laptop,110888,64 bit Windows 11 Operating System,512,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Hardware Service,700,8,DDR4,Intel,Core i5,12.0,
DELL Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3000 Laptop,61890,Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,,1 YEAR,701,8,DDR4,Intel,Core i5,11.0,
realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,46990,64 bit Windows 10 Operating System,256,35.56 cm (14 inch) Display,No,1 Year Domestic Warranty,162,8,DDR4,Intel,Core i3,11.0,
DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,122475,64 bit Windows 10 Operating System,512,33.78 cm (13.3 inch) Display,Microsoft Office Home and Student 2016,1 Year Onsite Warranty,703,16,DDR3,Intel,Core i7,8.0,
DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G15...,137490,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,,1 Year Premium Support,704,16,DDR5,Intel,Core i7,12.0,
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin a...,72890,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,705,16,DDR4,Intel,Core i5,11.0,
MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272...,154990,64 bit Windows 10 Operating System,1024,39.62 cm (15.6 inch) Touchscreen Display,"Cooler Boost 3, True Color 2.0, Nahimic 3, MSI Center",2 Years Carry In Warranty,706,16,DDR4,Intel,Core i7,11.0,
acer aspire 5 gaming Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,61799,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,,1 Year International Travelers Warranty (ITW),708,8,DDR4,Intel,Core i5,12.0,
HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,68690,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inches) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",1 Year Onsite Warranty,709,8,DDR4,Intel,Core i5,11.0,
HP Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 T...,122560,Windows 11 Operating System,512,41.15 cm (16.2 Inch) Touchscreen Display,,1 Year Onsite Warranty,710,16,DDR5,AMD,Ryzen 7,,8.0
HP 14s Ryzen 5 Quad Core 3500U 3rd Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 14s-dk0093AU Thin ...,49290,64 bit Windows 10 Operating System,256,35.56 cm (14 inch) Display,"HP Audio Switch, HP ePrint, HP Connection Optimizer, HP Support Assistant, HP Documentation, HP System Event Utility, HP JumpStart, Dropbox, Microsoft Office Home and Student 2019",1 Year Onsite Warranty,712,8,DDR4,AMD,Ryzen 5,3.0,4.0
Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,57999,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,713,16,DDR4,Intel,Core i7,10.0,
ASUS Ryzen 5 Hexa Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-BQ512TS Thin and Light Lap...,69092,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,Microsoft Office Home and Student 2019,1 Year Onsite Warranty,714,8,DDR4,AMD,Ryzen 5,,6.0
HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop,64490,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,"Microsoft Office Home and Student 2019, HP Documentation, HP CoolSense , HP SSRM , HP Smart, HP Support Assistant",1 Year Onsite Warranty,716,8,DDR4,Intel,Core i5,11.0,
Lenovo Legion Y540 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,64390,64 bit Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,,1 Year Onsite Warranty,717,8,DDR4,Intel,Core i5,9.0,
Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,157990,64 bit Windows 11 Operating System,1024,40.64 cm (16 inch) Display,,3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection,720,16,DDR4,Intel,Core i7,11.0,
Lenovo Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,68990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,721,16,DDR4,Intel,Core i5,11.0,
DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,103990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,Microsoft Office Home & Student 2021,1 Year Onsite Warranty,722,16,DDR4,Intel,Core i7,11.0,
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,59990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 inch) Display,,1 Year On site Manufacturing warranty,171,8,DDR4,Intel,Core i5,10.0,
HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,195210,64 bit Windows 10 Operating System,1024,40.89 cm (16.1 inch) Display,Microsoft Office Home & Student 2019,1 Year Onsite Warranty,723,16,DDR4,Intel,Core i7,11.0,
LG Gram Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 17Z90Q Thin and Light Laptop,106002,64 bit Windows 11 Operating System,512,43.18 cm (17 Inch) Display,,"Onsite 3 year warranty - 1st year internationally cover-up, rest 2 year India",724,8,DDR5,Intel,Core i5,12.0,
MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-496I...,80590,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,,1 Year Warranty Term,725,8,DDR4,Intel,Core i7,11.0,
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin ...,53990,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Hardware Service,577,8,DDR4,AMD,Ryzen 5,,6.0
DELL Ryzen 3 Dual Core 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) D560584WIN9BD Laptop,43490,Windows 10 Operating System,256,39.62 cm (15.6 inch) Display,,1 YEAR,726,8,DDR4,AMD,Ryzen 3,3.0,2.0
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,64700,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Display,"Microsoft Office Home & Student 2019, HP Documentation",1 Year Onsite Warranty,727,16,DDR4,AMD,Ryzen 5,,6.0
MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,114990,64 bit Windows 11 Operating System,1024,39.62 cm (15.6 Inch) Display,,2 Year Carry-In Warranty Term,728,16,DDR4,Intel,Core i7,12.0,
HP Spectre Folio Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ak1004TU 2 in 1 Laptop,239759,64 bit Windows 10 Operating System,512,33.78 cm (13.3 inch) Touchscreen Display,Microsoft Office 2019 Home and Student,1 Year Onsite Warranty,729,16,DDR3,Intel,Core i7,10.0,
ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-BQ312WS Laptop,35989,Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,,1 year,730,8,DDR4,Intel,Core i3,11.0,
acer Swift 3 OLED Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) SF314-71 Thin and Light Laptop,115999,Windows 11 Operating System,1024,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,731,16,DDR5,Intel,Core i7,12.0,
Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14ITL6 Thin a...,69000,Windows 10 Operating System,512,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2019,3 Years Warranty + 1 Year Premium Care + 1 Year ADP,732,16,DDR4,Intel,Core i5,11.0,
Lenovo Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Light Laptop,72990,64 bit Windows 11 Operating System,512,35.56 cm (14 Inch) Display,,3 Years Warranty,733,16,DDR4,Intel,Core i5,11.0,
ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce ...,152990,Windows 10 Operating System,1024,40.64 cm (16 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,734,16,DDR4,Intel,Core i7,11.0,
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,81490,64 bit Windows 10 Operating System,512,35.56 cm (14 inch) Touchscreen Display,,1 Year Onsite Warranty,735,16,DDR4,Intel,Core i5,11.0,
acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop,37000,64 bit Windows 11 Operating System,256,39.62 cm (15.6 inch) Display,"Acer Care Center, Quick Access, Acer Product Registration",1 Year International Travelers Warranty (ITW),736,4,DDR4,Intel,Core i3,11.0,
SAMSUNG Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop,70990,Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,,1 Year Onsite Warranty,739,16,DDR4,Intel,Core i5,12.0,
MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,73990,64 bit Windows 10 Operating System,512,39.62 cm (15.6 Inch) Display,"Matrix Display (Extend)?Cooler Boost 5?Hi-Res Audio?Nahimic 3, Thin Bezel?Speaker Tuning Engine",2 Year On-Site Warranty,740,16,DDR4,Intel,Core i5,11.0,
ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (32 GB/1 TB SSD/Windows 11 Home...,261990,64 bit Windows 11 Operating System,1024,40.64 cm (16 Inch) Touchscreen Display,,1 Year Onsite Warranty,741,32,DDR5,AMD,Ryzen 9,,8.0
acer Aspire 3 Pentium Quad Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Thin and Light Laptop,37990,Windows 11 Operating System,256,35.56 cm (14 Inch) Display,,1 Year Onsite Warranty,742,4,DDR4,Intel,Pentium,,4.0
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1...,62180,64 bit Windows 11 Operating System,512,39.62 cm (15.6 Inch) Display,"Microsoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts",1 Year onsite warranty,743,8,DDR4,Intel,Core i5,11.0,
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,60790,64 bit Windows 10 Operating System,512,39.62 cm (15.6 inch) Display,Office Home and Student 2019,1 Year Onsite Warranty,744,8,DDR4,Intel,Core i5,11.0,
HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,84690,64 bit Windows 11 Operating System,1024,33.78 cm (13.3 inch) Touchscreen Display,"""Microsoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart """,1 Year Onsite Warranty,745,16,DDR4,AMD,Ryzen 7,,8.0
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,70500,64 bit Windows 11 Operating System,512,39.62 cm (15.6 inch) Display,"Windows 11, 1 Year McAfee",1 Year Onsite Warranty,746,8,DDR4,AMD,Ryzen 7,,8.0
